order_id,order_date,product_id,quantity
78,2023-01-08,PROD_A,11
79,2023-01-08,PROD_O,6
80,2023-01-08,PROD_A,15
81,2023-01-08,PROD_F,5
82,2023-01-09,PROD_Q,7
83,2023-01-09,PROD_A,1
84,2023-01-09,PROD_M,13
85,2023-01-09,PROD_A,7
86,2023-01-09,PROD_H,3
87,2023-01-09,PROD_C,2
88,2023-01-09,PROD_H,15
89,2023-01-10,PROD_A,9
90,2023-01-10,PROD_B,14
91,2023-01-10,PROD_A,2
92,2023-01-10,PROD_H,12
93,2023-01-10,PROD_E,16
94,2023-01-10,PROD_C,18
95,2023-01-10,PROD_A,11
96,2023-01-10,PROD_A,6
97,2023-01-10,PROD_B,9
98,2023-01-10,PROD_E,19
99,2023-01-10,PROD_A,2
100,2023-01-10,PROD_B,3
101,2023-01-10,PROD_K,18
102,2023-01-11,PROD_A,14
103,2023-01-11,PROD_A,10
104,2023-01-11,PROD_N,2
105,2023-01-11,PROD_C,19
106,2023-01-11,PROD_N,14
107,2023-01-11,PROD_R,14
108,2023-01-11,PROD_A,7
109,2023-01-11,PROD_A,1
110,2023-01-11,PROD_A,14
111,2023-01-11,PROD_C,4
112,2023-01-11,PROD_C,11
113,2023-01-11,PROD_A,6
114,2023-01-11,PROD_O,15
115,2023-01-11,PROD_A,14
116,2023-01-11,PROD_E,14
117,2023-01-11,PROD_C,4
118,2023-01-11,PROD_A,18
119,2023-01-11,PROD_D,2
120,2023-01-11,PROD_A,3
121,2023-01-11,PROD_A,13
122,2023-01-11,PROD_O,5
123,2023-01-11,PROD_B,14
124,2023-01-11,PROD_A,6
125,2023-01-11,PROD_D,15
126,2023-01-12,PROD_J,8
127,2023-01-12,PROD_A,9
128,2023-01-12,PROD_Q,7
129,2023-01-12,PROD_B,16
130,2023-01-12,PROD_G,4
131,2023-01-12,PROD_E,3
132,2023-01-12,PROD_A,12
133,2023-01-12,PROD_R,19
134,2023-01-12,PROD_D,20
135,2023-01-12,PROD_I,19
136,2023-01-12,PROD_E,8
137,2023-01-14,PROD_F,16
138,2023-01-15,PROD_C,1
139,2023-01-15,PROD_D,20
140,2023-01-15,PROD_H,6
141,2023-01-15,PROD_A,13
142,2023-01-15,PROD_A,19
143,2023-01-15,PROD_A,7
144,2023-01-15,PROD_A,6
145,2023-01-15,PROD_C,12
146,2023-01-15,PROD_P,8
147,2023-01-15,PROD_B,1
148,2023-01-15,PROD_J,10
149,2023-01-15,PROD_N,9
150,2023-01-15,PROD_G,5
151,2023-01-16,PROD_A,3
152,2023-01-16,PROD_J,1
153,2023-01-16,PROD_A,11
154,2023-01-16,PROD_A,15
155,2023-01-16,PROD_A,3
156,2023-01-16,PROD_T,10
157,2023-01-16,PROD_B,4
158,2023-01-16,PROD_N,1
159,2023-01-16,PROD_C,10
160,2023-01-16,PROD_D,18
161,2023-01-17,PROD_S,20
162,2023-01-17,PROD_A,19
163,2023-01-17,PROD_M,9
164,2023-01-17,PROD_B,12
165,2023-01-17,PROD_A,9
166,2023-01-17,PROD_A,6
167,2023-01-17,PROD_B,12
168,2023-01-17,PROD_A,20
169,2023-01-17,PROD_A,15
170,2023-01-17,PROD_P,10
171,2023-01-17,PROD_A,20
172,2023-01-17,PROD_R,6
173,2023-01-17,PROD_C,16
174,2023-01-17,PROD_H,16
175,2023-01-17,PROD_J,11
176,2023-01-17,PROD_E,8
177,2023-01-17,PROD_B,11
178,2023-01-17,PROD_A,3
179,2023-01-17,PROD_A,19
180,2023-01-17,PROD_B,3
181,2023-01-17,PROD_C,8
182,2023-01-17,PROD_M,11
183,2023-01-17,PROD_C,13
184,2023-01-18,PROD_Q,7
185,2023-01-18,PROD_M,14
186,2023-01-18,PROD_A,15
187,2023-01-18,PROD_B,8
188,2023-01-18,PROD_A,18
189,2023-01-18,PROD_A,12
190,2023-01-18,PROD_R,5
191,2023-01-18,PROD_O,19
192,2023-01-18,PROD_T,16
193,2023-01-18,PROD_E,13
194,2023-01-18,PROD_F,14
195,2023-01-18,PROD_A,18
196,2023-01-18,PROD_A,4
197,2023-01-18,PROD_C,2
198,2023-01-18,PROD_C,19
199,2023-01-18,PROD_A,1
200,2023-01-18,PROD_E,19
201,2023-01-18,PROD_M,7
202,2023-01-18,PROD_J,6
203,2023-01-18,PROD_A,3
204,2023-01-18,PROD_A,15
205,2023-01-18,PROD_H,19
206,2023-01-18,PROD_M,4
207,2023-01-21,PROD_A,16
208,2023-01-21,PROD_L,8
209,2023-01-21,PROD_B,1
210,2023-01-21,PROD_E,18
211,2023-01-21,PROD_A,17
212,2023-01-21,PROD_D,9
213,2023-01-21,PROD_E,10
214,2023-01-22,PROD_J,13
215,2023-01-22,PROD_H,16
216,2023-01-22,PROD_I,1
217,2023-01-22,PROD_A,19
218,2023-01-22,PROD_F,4
219,2023-01-22,PROD_I,19
220,2023-01-22,PROD_A,3
221,2023-01-22,PROD_A,20
222,2023-01-23,PROD_P,6
223,2023-01-23,PROD_J,7
224,2023-01-23,PROD_A,14
225,2023-01-23,PROD_S,3
226,2023-01-23,PROD_F,13
227,2023-01-23,PROD_A,12
228,2023-01-23,PROD_B,8
229,2023-01-23,PROD_R,6
230,2023-01-24,PROD_A,3
231,2023-01-24,PROD_K,19
232,2023-01-24,PROD_B,11
233,2023-01-24,PROD_J,1
234,2023-01-24,PROD_A,6
235,2023-01-24,PROD_I,20
236,2023-01-24,PROD_B,3
237,2023-01-24,PROD_A,1
238,2023-01-24,PROD_A,20
239,2023-01-24,PROD_A,7
240,2023-01-24,PROD_C,3
241,2023-01-24,PROD_D,15
242,2023-01-24,PROD_D,13
243,2023-01-24,PROD_H,6
244,2023-01-24,PROD_A,9
245,2023-01-25,PROD_A,15
246,2023-01-25,PROD_A,5
247,2023-01-25,PROD_A,9
248,2023-01-25,PROD_D,7
249,2023-01-25,PROD_B,9
250,2023-01-25,PROD_L,9
251,2023-01-25,PROD_A,15
252,2023-01-25,PROD_A,6
253,2023-01-25,PROD_F,7
254,2023-01-25,PROD_A,14
255,2023-01-25,PROD_I,4
256,2023-01-25,PROD_L,13
257,2023-01-25,PROD_C,1
258,2023-01-25,PROD_H,19
259,2023-01-25,PROD_R,2
260,2023-01-25,PROD_S,13
261,2023-01-25,PROD_A,1
262,2023-01-25,PROD_C,2
263,2023-01-25,PROD_A,18
264,2023-01-25,PROD_A,8
265,2023-01-25,PROD_G,3
266,2023-01-25,PROD_S,17
267,2023-01-25,PROD_A,17
268,2023-01-25,PROD_T,20
269,2023-01-25,PROD_B,3
270,2023-01-26,PROD_S,1
271,2023-01-26,PROD_C,5
272,2023-01-26,PROD_I,19
273,2023-01-26,PROD_A,18
274,2023-01-26,PROD_A,10
275,2023-01-26,PROD_A,4
276,2023-01-26,PROD_C,10
277,2023-01-26,PROD_Q,17
278,2023-01-26,PROD_D,11
279,2023-01-26,PROD_J,1
280,2023-01-26,PROD_J,6
281,2023-01-26,PROD_C,18
282,2023-01-26,PROD_C,17
283,2023-01-27,PROD_F,8
284,2023-01-27,PROD_M,7
285,2023-01-28,PROD_P,18
286,2023-01-28,PROD_C,18
287,2023-01-28,PROD_D,12
288,2023-01-28,PROD_P,16
289,2023-01-28,PROD_G,8
290,2023-01-28,PROD_Q,3
291,2023-01-29,PROD_A,10
292,2023-01-29,PROD_D,4
293,2023-01-29,PROD_S,7
294,2023-01-29,PROD_I,12
295,2023-01-29,PROD_D,3
296,2023-01-29,PROD_P,6
297,2023-01-29,PROD_A,4
298,2023-01-29,PROD_D,17
299,2023-01-30,PROD_M,17
300,2023-01-30,PROD_I,11
301,2023-01-30,PROD_B,1
302,2023-01-30,PROD_B,8
303,2023-01-30,PROD_A,4
304,2023-01-30,PROD_A,4
305,2023-01-31,PROD_E,5
306,2023-01-31,PROD_A,2
307,2023-01-31,PROD_A,11
308,2023-01-31,PROD_A,2
309,2023-01-31,PROD_G,20
310,2023-01-31,PROD_A,16
311,2023-01-31,PROD_B,19
312,2023-01-31,PROD_A,5
313,2023-01-31,PROD_H,16
314,2023-01-31,PROD_A,15
315,2023-01-31,PROD_C,15
316,2023-01-31,PROD_R,12
317,2023-01-31,PROD_A,20
318,2023-01-31,PROD_H,19
319,2023-02-01,PROD_B,19
320,2023-02-01,PROD_A,4
321,2023-02-01,PROD_B,15
322,2023-02-01,PROD_P,1
323,2023-02-01,PROD_C,8
324,2023-02-01,PROD_E,6
325,2023-02-01,PROD_A,13
326,2023-02-01,PROD_D,15
327,2023-02-01,PROD_K,10
328,2023-02-02,PROD_A,9
329,2023-02-02,PROD_I,11
330,2023-02-02,PROD_B,10
331,2023-02-02,PROD_F,10
332,2023-02-02,PROD_I,16
333,2023-02-02,PROD_D,13
334,2023-02-02,PROD_C,6
335,2023-02-02,PROD_A,16
336,2023-02-02,PROD_A,4
337,2023-02-02,PROD_K,7
338,2023-02-02,PROD_L,18
339,2023-02-02,PROD_B,19
340,2023-02-02,PROD_A,2
341,2023-02-02,PROD_G,10
342,2023-02-02,PROD_A,15
343,2023-02-03,PROD_A,13
344,2023-02-03,PROD_D,9
345,2023-02-03,PROD_A,15
346,2023-02-03,PROD_A,13
347,2023-02-03,PROD_G,4
348,2023-02-03,PROD_A,14
349,2023-02-03,PROD_C,12
350,2023-02-05,PROD_C,17
351,2023-02-05,PROD_B,2
352,2023-02-05,PROD_C,8
353,2023-02-05,PROD_S,5
354,2023-02-06,PROD_B,3
355,2023-02-06,PROD_A,19
356,2023-02-06,PROD_A,10
357,2023-02-06,PROD_D,1
358,2023-02-06,PROD_D,3
359,2023-02-06,PROD_E,3
360,2023-02-06,PROD_A,2
361,2023-02-06,PROD_Q,13
362,2023-02-06,PROD_G,11
363,2023-02-06,PROD_F,10
364,2023-02-06,PROD_H,10
365,2023-02-06,PROD_F,10
366,2023-02-06,PROD_J,11
367,2023-02-07,PROD_C,12
368,2023-02-07,PROD_F,9
369,2023-02-07,PROD_B,17
370,2023-02-07,PROD_F,8
371,2023-02-08,PROD_A,12
372,2023-02-08,PROD_I,20
373,2023-02-08,PROD_B,18
374,2023-02-08,PROD_A,3
375,2023-02-08,PROD_F,5
376,2023-02-08,PROD_N,4
377,2023-02-08,PROD_K,3
378,2023-02-08,PROD_L,10
379,2023-02-08,PROD_C,8
380,2023-02-08,PROD_I,16
381,2023-02-08,PROD_L,7
382,2023-02-08,PROD_B,15
383,2023-02-08,PROD_D,20
384,2023-02-08,PROD_A,20
385,2023-02-08,PROD_D,12
386,2023-02-08,PROD_K,9
387,2023-02-08,PROD_S,8
388,2023-02-08,PROD_A,15
389,2023-02-08,PROD_D,13
390,2023-02-08,PROD_B,7
391,2023-02-09,PROD_L,6
392,2023-02-09,PROD_B,8
393,2023-02-09,PROD_G,18
394,2023-02-09,PROD_A,5
395,2023-02-09,PROD_A,3
396,2023-02-09,PROD_A,19
397,2023-02-09,PROD_A,4
398,2023-02-09,PROD_D,12
399,2023-02-09,PROD_A,1
400,2023-02-09,PROD_D,3
401,2023-02-09,PROD_B,6
402,2023-02-09,PROD_B,12
403,2023-02-09,PROD_I,11
404,2023-02-09,PROD_A,14
405,2023-02-09,PROD_B,7
406,2023-02-10,PROD_A,5
407,2023-02-10,PROD_C,20
408,2023-02-10,PROD_O,7
409,2023-02-10,PROD_A,8
410,2023-02-10,PROD_H,17
411,2023-02-10,PROD_J,15
412,2023-02-10,PROD_A,9
413,2023-02-10,PROD_A,18
414,2023-02-10,PROD_C,17
415,2023-02-10,PROD_A,5
416,2023-02-10,PROD_A,14
417,2023-02-11,PROD_B,18
418,2023-02-11,PROD_B,16
419,2023-02-11,PROD_A,10
420,2023-02-11,PROD_H,7
421,2023-02-11,PROD_B,14
422,2023-02-11,PROD_G,17
423,2023-02-12,PROD_A,19
424,2023-02-13,PROD_A,8
425,2023-02-13,PROD_A,13
426,2023-02-13,PROD_K,4
427,2023-02-13,PROD_A,7
428,2023-02-13,PROD_C,10
429,2023-02-13,PROD_A,4
430,2023-02-13,PROD_N,6
431,2023-02-13,PROD_C,7
432,2023-02-14,PROD_A,16
433,2023-02-14,PROD_A,4
434,2023-02-14,PROD_J,7
435,2023-02-14,PROD_D,6
436,2023-02-14,PROD_T,12
437,2023-02-14,PROD_A,4
438,2023-02-14,PROD_A,14
439,2023-02-14,PROD_H,4
440,2023-02-14,PROD_G,4
441,2023-02-14,PROD_J,6
442,2023-02-14,PROD_E,15
443,2023-02-14,PROD_A,3
444,2023-02-14,PROD_A,14
445,2023-02-14,PROD_A,13
446,2023-02-14,PROD_B,17
447,2023-02-14,PROD_B,4
448,2023-02-14,PROD_G,12
449,2023-02-14,PROD_B,2
450,2023-02-14,PROD_B,5
451,2023-02-14,PROD_A,9
452,2023-02-14,PROD_B,15
453,2023-02-14,PROD_D,1
454,2023-02-15,PROD_A,15
455,2023-02-15,PROD_B,18
456,2023-02-15,PROD_E,16
457,2023-02-15,PROD_E,2
458,2023-02-15,PROD_A,12
459,2023-02-15,PROD_F,13
460,2023-02-15,PROD_B,11
461,2023-02-15,PROD_A,13
462,2023-02-15,PROD_A,17
463,2023-02-15,PROD_P,7
464,2023-02-15,PROD_A,11
465,2023-02-15,PROD_D,19
466,2023-02-15,PROD_A,2
467,2023-02-15,PROD_H,1
468,2023-02-15,PROD_C,13
469,2023-02-15,PROD_J,12
470,2023-02-15,PROD_B,5
471,2023-02-15,PROD_A,16
472,2023-02-15,PROD_G,6
473,2023-02-16,PROD_B,15
474,2023-02-16,PROD_B,15
475,2023-02-17,PROD_B,18
476,2023-02-17,PROD_C,2
477,2023-02-17,PROD_I,4
478,2023-02-17,PROD_I,11
479,2023-02-17,PROD_A,3
480,2023-02-18,PROD_B,12
481,2023-02-18,PROD_L,4
482,2023-02-18,PROD_A,7
483,2023-02-18,PROD_C,4
484,2023-02-18,PROD_G,8
485,2023-02-18,PROD_A,12
486,2023-02-18,PROD_I,12
487,2023-02-18,PROD_D,12
488,2023-02-19,PROD_A,13
489,2023-02-19,PROD_A,7
490,2023-02-19,PROD_M,15
491,2023-02-19,PROD_P,5
492,2023-02-19,PROD_K,17
493,2023-02-19,PROD_B,3
494,2023-02-19,PROD_B,20
495,2023-02-19,PROD_A,8
496,2023-02-19,PROD_F,20
497,2023-02-19,PROD_K,18
498,2023-02-19,PROD_F,3
499,2023-02-20,PROD_H,8
500,2023-02-20,PROD_E,12
501,2023-02-20,PROD_B,5
502,2023-02-20,PROD_A,16
503,2023-02-20,PROD_O,17
504,2023-02-20,PROD_A,8
505,2023-02-21,PROD_B,17
506,2023-02-21,PROD_F,12
507,2023-02-21,PROD_I,8
508,2023-02-21,PROD_P,3
509,2023-02-21,PROD_A,10
510,2023-02-21,PROD_A,6
511,2023-02-21,PROD_B,13
512,2023-02-21,PROD_G,10
513,2023-02-21,PROD_A,10
514,2023-02-21,PROD_P,14
515,2023-02-21,PROD_M,16
516,2023-02-21,PROD_H,2
517,2023-02-21,PROD_J,19
518,2023-02-21,PROD_G,14
519,2023-02-21,PROD_I,13
520,2023-02-21,PROD_I,6
521,2023-02-21,PROD_K,9
522,2023-02-21,PROD_Q,16
523,2023-02-22,PROD_B,11
524,2023-02-22,PROD_D,6
525,2023-02-22,PROD_A,19
526,2023-02-22,PROD_A,12
527,2023-02-22,PROD_C,12
528,2023-02-22,PROD_N,15
529,2023-02-22,PROD_S,6
530,2023-02-22,PROD_Q,16
531,2023-02-22,PROD_A,19
532,2023-02-22,PROD_A,12
533,2023-02-22,PROD_A,16
534,2023-02-22,PROD_C,12
535,2023-02-22,PROD_B,18
536,2023-02-23,PROD_C,7
537,2023-02-23,PROD_G,10
538,2023-02-23,PROD_Q,8
539,2023-02-23,PROD_A,5
540,2023-02-23,PROD_B,10
541,2023-02-23,PROD_B,13
542,2023-02-23,PROD_A,8
543,2023-02-23,PROD_G,11
544,2023-02-23,PROD_B,5
545,2023-02-23,PROD_B,9
546,2023-02-24,PROD_H,10
547,2023-02-24,PROD_A,20
548,2023-02-24,PROD_C,3
549,2023-02-26,PROD_C,2
550,2023-02-26,PROD_D,11
551,2023-02-26,PROD_A,5
552,2023-02-26,PROD_A,9
553,2023-02-26,PROD_S,14
554,2023-02-26,PROD_H,8
555,2023-02-26,PROD_C,6
556,2023-02-26,PROD_O,1
557,2023-02-27,PROD_A,19
558,2023-02-27,PROD_E,17
559,2023-02-27,PROD_A,19
560,2023-02-27,PROD_C,15
561,2023-02-27,PROD_C,1
562,2023-02-27,PROD_B,15
563,2023-02-27,PROD_K,13
564,2023-02-27,PROD_A,14
565,2023-02-27,PROD_J,13
566,2023-02-27,PROD_E,5
567,2023-02-27,PROD_F,7
568,2023-02-27,PROD_E,7
569,2023-02-28,PROD_A,18
570,2023-02-28,PROD_F,5
571,2023-02-28,PROD_N,14
572,2023-02-28,PROD_B,12
573,2023-02-28,PROD_B,13
574,2023-02-28,PROD_A,10
575,2023-02-28,PROD_A,20
576,2023-02-28,PROD_A,16
577,2023-02-28,PROD_T,11
578,2023-02-28,PROD_A,11
579,2023-02-28,PROD_B,15
580,2023-02-28,PROD_F,15
581,2023-02-28,PROD_D,17
582,2023-02-28,PROD_J,18
583,2023-02-28,PROD_A,9
584,2023-02-28,PROD_K,15
585,2023-02-28,PROD_B,20
586,2023-02-28,PROD_B,5
587,2023-02-28,PROD_T,2
588,2023-02-28,PROD_H,6
589,2023-02-28,PROD_E,12
590,2023-03-01,PROD_Q,10
591,2023-03-01,PROD_T,3
592,2023-03-01,PROD_B,8
593,2023-03-01,PROD_A,15
594,2023-03-01,PROD_A,2
595,2023-03-01,PROD_Q,11
596,2023-03-01,PROD_C,5
597,2023-03-01,PROD_J,16
598,2023-03-01,PROD_C,8
599,2023-03-01,PROD_A,5
600,2023-03-01,PROD_A,8
601,2023-03-01,PROD_C,16
602,2023-03-01,PROD_A,15
603,2023-03-01,PROD_A,4
604,2023-03-01,PROD_G,15
605,2023-03-01,PROD_A,15
606,2023-03-01,PROD_C,20
607,2023-03-01,PROD_H,15
608,2023-03-01,PROD_B,1
609,2023-03-01,PROD_A,8
610,2023-03-01,PROD_A,18
611,2023-03-02,PROD_E,11
612,2023-03-02,PROD_A,15
613,2023-03-02,PROD_E,4
614,2023-03-02,PROD_B,18
615,2023-03-02,PROD_D,13
616,2023-03-02,PROD_A,7
617,2023-03-02,PROD_M,20
618,2023-03-02,PROD_C,7
619,2023-03-02,PROD_B,9
620,2023-03-02,PROD_B,12
621,2023-03-02,PROD_A,3
622,2023-03-02,PROD_B,20
623,2023-03-02,PROD_D,1
624,2023-03-02,PROD_C,12
625,2023-03-03,PROD_B,8
626,2023-03-03,PROD_C,2
627,2023-03-03,PROD_C,8
628,2023-03-03,PROD_A,12
629,2023-03-03,PROD_L,7
630,2023-03-03,PROD_B,13
631,2023-03-03,PROD_B,5
632,2023-03-03,PROD_K,17
633,2023-03-03,PROD_A,8
634,2023-03-03,PROD_C,2
635,2023-03-03,PROD_A,9
636,2023-03-03,PROD_A,3
637,2023-03-04,PROD_B,5
638,2023-03-04,PROD_H,4
639,2023-03-04,PROD_D,11
640,2023-03-04,PROD_G,5
641,2023-03-04,PROD_E,1
642,2023-03-04,PROD_A,11
643,2023-03-04,PROD_A,12
644,2023-03-05,PROD_A,17
645,2023-03-05,PROD_A,17
646,2023-03-05,PROD_B,20
647,2023-03-05,PROD_E,7
648,2023-03-05,PROD_A,3
649,2023-03-05,PROD_T,11
650,2023-03-05,PROD_A,1
651,2023-03-05,PROD_E,19
652,2023-03-07,PROD_D,6
653,2023-03-07,PROD_S,15
654,2023-03-07,PROD_D,18
655,2023-03-07,PROD_P,5
656,2023-03-07,PROD_A,3
657,2023-03-07,PROD_M,8
658,2023-03-07,PROD_F,11
659,2023-03-07,PROD_F,9
660,2023-03-07,PROD_A,1
661,2023-03-07,PROD_P,15
662,2023-03-07,PROD_B,1
663,2023-03-07,PROD_B,20
664,2023-03-07,PROD_B,8
665,2023-03-07,PROD_E,17
666,2023-03-07,PROD_J,18
667,2023-03-08,PROD_D,9
668,2023-03-08,PROD_A,10
669,2023-03-08,PROD_A,19
670,2023-03-08,PROD_E,14
671,2023-03-08,PROD_D,8
672,2023-03-08,PROD_G,19
673,2023-03-08,PROD_A,8
674,2023-03-08,PROD_S,4
675,2023-03-08,PROD_J,13
676,2023-03-08,PROD_O,20
677,2023-03-08,PROD_K,7
678,2023-03-08,PROD_D,16
679,2023-03-08,PROD_A,15
680,2023-03-08,PROD_A,8
681,2023-03-08,PROD_B,14
682,2023-03-08,PROD_J,7
683,2023-03-08,PROD_D,18
684,2023-03-08,PROD_M,20
685,2023-03-08,PROD_A,17
686,2023-03-08,PROD_A,16
687,2023-03-08,PROD_A,6
688,2023-03-08,PROD_A,9
689,2023-03-09,PROD_I,7
690,2023-03-09,PROD_F,9
691,2023-03-09,PROD_A,13
692,2023-03-09,PROD_N,20
693,2023-03-09,PROD_N,7
694,2023-03-09,PROD_K,3
695,2023-03-09,PROD_A,8
696,2023-03-09,PROD_C,7
697,2023-03-09,PROD_A,7
698,2023-03-10,PROD_A,7
699,2023-03-10,PROD_J,9
700,2023-03-10,PROD_I,16
701,2023-03-11,PROD_E,19
702,2023-03-11,PROD_A,11
703,2023-03-11,PROD_A,14
704,2023-03-11,PROD_A,5
705,2023-03-11,PROD_C,9
706,2023-03-11,PROD_A,19
707,2023-03-11,PROD_I,20
708,2023-03-11,PROD_C,18
709,2023-03-11,PROD_B,12
710,2023-03-11,PROD_N,15
711,2023-03-12,PROD_M,12
712,2023-03-13,PROD_C,12
713,2023-03-13,PROD_C,15
714,2023-03-13,PROD_E,1
715,2023-03-13,PROD_G,19
716,2023-03-13,PROD_C,3
717,2023-03-13,PROD_D,14
718,2023-03-13,PROD_L,2
719,2023-03-14,PROD_M,19
720,2023-03-14,PROD_D,19
721,2023-03-14,PROD_A,15
722,2023-03-14,PROD_B,1
723,2023-03-14,PROD_F,3
724,2023-03-14,PROD_A,7
725,2023-03-14,PROD_B,13
726,2023-03-14,PROD_B,16
727,2023-03-14,PROD_C,10
728,2023-03-14,PROD_C,4
729,2023-03-14,PROD_F,2
730,2023-03-14,PROD_A,8
731,2023-03-14,PROD_Q,11
732,2023-03-14,PROD_G,13
733,2023-03-14,PROD_O,1
734,2023-03-14,PROD_D,15
735,2023-03-14,PROD_S,20
736,2023-03-14,PROD_A,5
737,2023-03-14,PROD_L,12
738,2023-03-14,PROD_B,14
739,2023-03-14,PROD_B,2
740,2023-03-14,PROD_G,14
741,2023-03-14,PROD_S,8
742,2023-03-14,PROD_A,2
743,2023-03-15,PROD_C,1
744,2023-03-15,PROD_J,10
745,2023-03-15,PROD_D,18
746,2023-03-15,PROD_D,3
747,2023-03-15,PROD_E,14
748,2023-03-15,PROD_I,3
749,2023-03-15,PROD_G,2
750,2023-03-15,PROD_T,7
751,2023-03-15,PROD_S,6
752,2023-03-15,PROD_L,2
753,2023-03-15,PROD_A,20
754,2023-03-15,PROD_F,7
755,2023-03-15,PROD_I,14
756,2023-03-15,PROD_J,16
757,2023-03-15,PROD_A,19
758,2023-03-15,PROD_E,2
759,2023-03-15,PROD_H,13
760,2023-03-15,PROD_T,6
761,2023-03-15,PROD_A,17
762,2023-03-15,PROD_M,8
763,2023-03-15,PROD_J,18
764,2023-03-15,PROD_O,3
765,2023-03-16,PROD_Q,7
766,2023-03-16,PROD_D,11
767,2023-03-16,PROD_E,11
768,2023-03-16,PROD_C,16
769,2023-03-16,PROD_C,12
770,2023-03-16,PROD_B,2
771,2023-03-16,PROD_A,8
772,2023-03-16,PROD_A,16
773,2023-03-17,PROD_B,9
774,2023-03-17,PROD_A,4
775,2023-03-17,PROD_A,19
776,2023-03-17,PROD_H,15
777,2023-03-17,PROD_D,7
778,2023-03-17,PROD_D,18
779,2023-03-17,PROD_N,4
780,2023-03-18,PROD_H,20
781,2023-03-19,PROD_D,15
782,2023-03-19,PROD_A,6
783,2023-03-19,PROD_A,18
784,2023-03-19,PROD_B,11
785,2023-03-19,PROD_A,20
786,2023-03-20,PROD_B,13
787,2023-03-20,PROD_B,19
788,2023-03-20,PROD_D,9
789,2023-03-20,PROD_A,1
790,2023-03-20,PROD_A,18
791,2023-03-20,PROD_I,1
792,2023-03-20,PROD_A,20
793,2023-03-20,PROD_A,5
794,2023-03-20,PROD_M,4
795,2023-03-20,PROD_A,7
796,2023-03-20,PROD_B,11
797,2023-03-20,PROD_A,18
798,2023-03-20,PROD_B,20
799,2023-03-21,PROD_F,20
800,2023-03-21,PROD_L,15
801,2023-03-21,PROD_A,20
802,2023-03-21,PROD_S,2
803,2023-03-21,PROD_D,19
804,2023-03-21,PROD_I,4
805,2023-03-21,PROD_A,17
806,2023-03-21,PROD_D,1
807,2023-03-21,PROD_M,4
808,2023-03-21,PROD_A,5
809,2023-03-21,PROD_K,20
810,2023-03-21,PROD_A,1
811,2023-03-21,PROD_C,10
812,2023-03-21,PROD_A,8
813,2023-03-21,PROD_N,10
814,2023-03-21,PROD_A,11
815,2023-03-21,PROD_E,8
816,2023-03-21,PROD_P,20
817,2023-03-21,PROD_B,20
818,2023-03-21,PROD_D,10
819,2023-03-21,PROD_B,16
820,2023-03-21,PROD_A,13
